instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_desc,weather_description
132,2011-05-12,1,0,1,17,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2273,0.51,0.1642,9,163,172,Clear,"Clear, Few clouds, Partly cloudy"
133,2011-05-13,1,0,1,18,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2273,0.51,0.1343,5,158,163,Clear,"Clear, Few clouds, Partly cloudy"
134,2011-05-14,1,0,1,19,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2576,0.55,0.0896,3,109,112,Clear,"Clear, Few clouds, Partly cloudy"
135,2011-05-15,1,0,1,20,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2121,0.51,0.1642,3,66,69,Clear,"Clear, Few clouds, Partly cloudy"
136,2011-05-16,1,0,1,21,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.22,0.2121,0.55,0.2239,0,48,48,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
137,2011-05-17,1,0,1,22,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.22,0.2121,0.51,0.2836,1,51,52,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
138,2011-05-18,1,0,1,23,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.59,0.194,4,19,23,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
139,2011-05-19,1,0,1,0,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.64,0.194,4,13,17,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
140,2011-05-20,1,0,1,1,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.69,0.2239,2,5,7,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
141,2011-05-21,1,0,1,2,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.69,0.2239,0,1,1,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
142,2011-05-22,1,0,1,4,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.69,0.1343,0,1,1,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
143,2011-05-23,1,0,1,5,0,5,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.22,0.2727,0.55,0.0,0,5,5,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
144,2011-05-24,1,0,1,6,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2576,0.69,0.0,8,26,34,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
145,2011-05-25,1,0,1,7,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2121,0.69,0.1343,8,76,84,Clear,"Clear, Few clouds, Partly cloudy"
146,2011-05-26,1,0,1,8,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.197,0.51,0.2537,20,190,210,Clear,"Clear, Few clouds, Partly cloudy"
147,2011-05-27,1,0,1,9,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1818,0.47,0.2985,9,125,134,Clear,"Clear, Few clouds, Partly cloudy"
148,2011-05-28,1,0,1,10,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.197,0.37,0.3284,16,47,63,Clear,"Clear, Few clouds, Partly cloudy"
149,2011-05-29,1,0,1,11,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.4,0.2239,19,48,67,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
150,2011-05-30,1,0,1,12,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.37,0.2537,9,50,59,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
151,2011-05-31,1,0,1,13,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.37,0.2836,9,64,73,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
152,2011-06-01,1,0,1,14,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.4,0.2537,7,43,50,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
153,2011-06-02,1,0,1,15,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.37,0.1642,9,63,72,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
154,2011-06-03,1,0,1,16,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.37,0.1642,5,82,87,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
155,2011-06-04,1,0,1,17,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2576,0.37,0.0,9,178,187,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
156,2011-06-05,1,0,1,18,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2273,0.4,0.0896,7,116,123,Clear,"Clear, Few clouds, Partly cloudy"
157,2011-06-06,1,0,1,19,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.197,0.55,0.0896,3,92,95,Clear,"Clear, Few clouds, Partly cloudy"
158,2011-06-07,1,0,1,20,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.2121,0.47,0.1045,1,50,51,Clear,"Clear, Few clouds, Partly cloudy"
159,2011-06-08,1,0,1,21,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.197,0.47,0.1343,0,39,39,Clear,"Clear, Few clouds, Partly cloudy"
160,2011-06-09,1,0,1,22,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.43,0.1642,2,34,36,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
161,2011-06-10,1,0,1,23,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,1,14,15,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
162,2011-06-11,1,0,1,0,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,1,24,25,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
163,2011-06-12,1,0,1,1,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2121,0.55,0.0896,1,15,16,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
164,2011-06-13,1,0,1,2,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2424,0.55,0.0,3,13,16,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
165,2011-06-14,1,0,1,3,0,6,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.18,0.197,0.55,0.1642,0,7,7,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
166,2011-06-15,1,0,1,4,0,6,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.18,0.197,0.55,0.1642,0,1,1,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
167,2011-06-16,1,0,1,5,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1667,0.74,0.1642,0,5,5,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
168,2011-06-17,1,0,1,6,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1667,0.74,0.1642,0,2,2,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
169,2011-06-18,1,0,1,7,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.74,0.1045,1,8,9,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
170,2011-06-19,1,0,1,8,0,6,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,0,15,15,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
171,2011-06-20,1,0,1,9,0,6,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,0,20,20,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
172,2011-06-21,1,0,1,10,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.8,0.1642,5,56,61,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
173,2011-06-22,1,0,1,11,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.69,0.3881,2,60,62,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
174,2011-06-23,1,0,1,12,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.59,0.3582,8,90,98,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
175,2011-06-24,1,0,1,13,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1818,0.44,0.3284,7,95,102,Clear,"Clear, Few clouds, Partly cloudy"
176,2011-06-25,1,0,1,14,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.32,0.4925,12,83,95,Clear,"Clear, Few clouds, Partly cloudy"
177,2011-06-26,1,0,1,15,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.32,0.4478,5,69,74,Clear,"Clear, Few clouds, Partly cloudy"
178,2011-06-27,1,0,1,16,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.1364,0.29,0.4478,8,68,76,Clear,"Clear, Few clouds, Partly cloudy"
179,2011-06-28,1,0,1,17,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1212,0.37,0.5522,5,64,69,Clear,"Clear, Few clouds, Partly cloudy"
180,2011-06-29,1,0,1,18,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.39,0.2985,3,52,55,Clear,"Clear, Few clouds, Partly cloudy"
181,2011-06-30,1,0,1,19,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.36,0.2537,4,26,30,Clear,"Clear, Few clouds, Partly cloudy"
182,2011-07-01,1,0,1,20,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.36,0.2537,0,28,28,Clear,"Clear, Few clouds, Partly cloudy"
183,2011-07-02,1,0,1,21,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1061,0.39,0.3582,2,35,37,Clear,"Clear, Few clouds, Partly cloudy"
184,2011-07-03,1,0,1,22,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1061,0.36,0.3881,1,33,34,Clear,"Clear, Few clouds, Partly cloudy"
185,2011-07-04,1,0,1,23,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0606,0.39,0.4478,0,22,22,Clear,"Clear, Few clouds, Partly cloudy"
186,2011-07-05,1,0,1,0,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0758,0.42,0.3881,1,24,25,Clear,"Clear, Few clouds, Partly cloudy"
187,2011-07-06,1,0,1,1,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0606,0.42,0.4627,0,12,12,Clear,"Clear, Few clouds, Partly cloudy"
188,2011-07-07,1,0,1,2,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0606,0.46,0.4627,0,11,11,Clear,"Clear, Few clouds, Partly cloudy"
189,2011-07-08,1,0,1,3,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0758,0.46,0.4179,0,4,4,Clear,"Clear, Few clouds, Partly cloudy"
190,2011-07-09,1,0,1,4,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.08,0.0909,0.53,0.194,0,1,1,Clear,"Clear, Few clouds, Partly cloudy"
191,2011-07-10,1,0,1,5,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.08,0.0909,0.53,0.194,0,1,1,Clear,"Clear, Few clouds, Partly cloudy"
192,2011-07-11,1,0,1,6,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0909,0.49,0.2836,0,1,1,Clear,"Clear, Few clouds, Partly cloudy"
193,2011-07-12,1,0,1,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.08,0.0909,0.53,0.194,1,5,6,Clear,"Clear, Few clouds, Partly cloudy"
194,2011-07-13,1,0,1,8,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0909,0.49,0.2836,0,10,10,Clear,"Clear, Few clouds, Partly cloudy"
195,2011-07-14,1,0,1,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.0758,0.46,0.5224,0,19,19,Clear,"Clear, Few clouds, Partly cloudy"
196,2011-07-15,1,0,1,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1061,0.43,0.3881,0,49,49,Clear,"Clear, Few clouds, Partly cloudy"
197,2011-07-16,1,0,1,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1212,0.4,0.5224,2,47,49,Clear,"Clear, Few clouds, Partly cloudy"
198,2011-07-17,1,0,1,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.1364,0.37,0.4478,4,79,83,Clear,"Clear, Few clouds, Partly cloudy"
199,2011-07-18,1,0,1,13,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.34,0.4478,6,69,75,Clear,"Clear, Few clouds, Partly cloudy"
200,2011-07-19,1,0,1,14,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.1818,0.32,0.4627,8,64,72,Clear,"Clear, Few clouds, Partly cloudy"
201,2011-07-20,1,0,1,15,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.197,0.35,0.3582,5,77,82,Clear,"Clear, Few clouds, Partly cloudy"
202,2011-07-21,1,0,1,16,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.34,0.4478,13,79,92,Clear,"Clear, Few clouds, Partly cloudy"
203,2011-07-22,1,0,1,17,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.1515,0.37,0.3881,3,59,62,Clear,"Clear, Few clouds, Partly cloudy"
204,2011-07-23,1,0,1,18,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1364,0.4,0.3284,4,44,48,Clear,"Clear, Few clouds, Partly cloudy"
205,2011-07-24,1,0,1,19,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1364,0.43,0.3284,1,40,41,Clear,"Clear, Few clouds, Partly cloudy"
206,2011-07-25,1,0,1,20,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.46,0.2537,0,38,38,Clear,"Clear, Few clouds, Partly cloudy"
207,2011-07-26,1,0,1,21,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1061,0.46,0.4179,1,19,20,Clear,"Clear, Few clouds, Partly cloudy"
208,2011-07-27,1,0,1,22,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.46,0.2985,5,10,15,Clear,"Clear, Few clouds, Partly cloudy"
209,2011-07-28,1,0,1,23,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1364,0.5,0.194,0,6,6,Clear,"Clear, Few clouds, Partly cloudy"
210,2011-07-29,1,0,1,0,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2836,2,3,5,Clear,"Clear, Few clouds, Partly cloudy"
211,2011-07-30,1,0,1,1,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2836,1,0,1,Clear,"Clear, Few clouds, Partly cloudy"
212,2011-07-31,1,0,1,2,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2239,0,3,3,Clear,"Clear, Few clouds, Partly cloudy"
213,2011-08-01,1,0,1,3,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2239,0,1,1,Clear,"Clear, Few clouds, Partly cloudy"
214,2011-08-02,1,0,1,4,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.1212,0.54,0.1343,1,2,3,Clear,"Clear, Few clouds, Partly cloudy"
215,2011-08-03,1,0,1,5,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.1061,0.54,0.2537,0,3,3,Clear,"Clear, Few clouds, Partly cloudy"
216,2011-08-04,1,0,1,6,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2836,0,31,31,Clear,"Clear, Few clouds, Partly cloudy"
217,2011-08-05,1,0,1,7,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2239,2,75,77,Clear,"Clear, Few clouds, Partly cloudy"
218,2011-08-06,1,0,1,8,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.12,0.1212,0.5,0.2836,4,184,188,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
219,2011-08-07,1,0,1,9,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.14,0.1212,0.5,0.2537,2,92,94,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
220,2011-08-08,1,0,1,10,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.14,0.1212,0.5,0.2985,0,31,31,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
221,2011-08-09,1,0,1,11,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1364,0.47,0.2836,2,28,30,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
222,2011-08-10,1,0,1,12,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.4,0.2836,5,47,52,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
223,2011-08-11,1,0,1,13,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.4,0.2836,4,50,54,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
224,2011-08-12,1,0,1,14,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.4,0.2239,0,47,47,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
225,2011-08-13,1,0,1,15,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.4,0.2239,2,43,45,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
226,2011-08-14,1,0,1,16,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2121,0.4,0.1343,4,70,74,Clear,"Clear, Few clouds, Partly cloudy"
227,2011-08-15,1,0,1,17,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2273,0.4,0.1045,4,174,178,Clear,"Clear, Few clouds, Partly cloudy"
228,2011-08-16,1,0,1,18,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.197,0.4,0.2239,1,154,155,Clear,"Clear, Few clouds, Partly cloudy"
229,2011-08-17,1,0,1,19,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1667,0.47,0.1642,3,92,95,Clear,"Clear, Few clouds, Partly cloudy"
230,2011-08-18,1,0,1,20,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1667,0.5,0.1642,1,73,74,Clear,"Clear, Few clouds, Partly cloudy"
231,2011-08-19,1,0,1,21,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1364,0.59,0.194,1,37,38,Clear,"Clear, Few clouds, Partly cloudy"
232,2011-08-20,1,0,1,22,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.59,0.1642,2,22,24,Clear,"Clear, Few clouds, Partly cloudy"
233,2011-08-21,1,0,1,23,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.59,0.1642,0,18,18,Clear,"Clear, Few clouds, Partly cloudy"
234,2011-08-22,1,0,1,0,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1667,0.59,0.1045,2,10,12,Clear,"Clear, Few clouds, Partly cloudy"
235,2011-08-23,1,0,1,1,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.59,0.1642,0,3,3,Clear,"Clear, Few clouds, Partly cloudy"
236,2011-08-24,1,0,1,2,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.55,0.194,0,3,3,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
237,2011-08-25,1,0,1,5,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.55,0.1343,0,6,6,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
238,2011-08-26,1,0,1,6,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.55,0.1343,0,27,27,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
239,2011-08-27,1,0,1,7,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.2273,0.55,0.0,2,97,99,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
240,2011-08-28,1,0,1,8,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2121,0.51,0.0896,3,214,217,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
241,2011-08-29,1,0,1,9,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,3,127,130,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
242,2011-08-30,1,0,1,10,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.51,0.1642,3,51,54,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
243,2011-08-31,1,0,1,11,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.47,0.1343,4,31,35,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
244,2011-09-01,1,0,1,12,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.51,0.1045,2,55,57,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
245,2011-09-02,1,0,1,13,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.59,0.0896,6,46,52,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
246,2011-09-03,1,0,1,14,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.59,0.0896,3,60,63,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
247,2011-09-04,1,0,1,15,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.197,0.8,0.0896,2,45,47,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
248,2011-09-05,1,0,1,16,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.86,0.2239,4,72,76,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
249,2011-09-06,1,0,1,17,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.86,0.2239,6,130,136,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
250,2011-09-07,1,0,1,18,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,1,94,95,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
251,2011-09-08,1,0,1,19,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.2273,0.93,0.0,0,51,51,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
252,2011-09-09,1,0,1,20,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1515,0.93,0.194,0,32,32,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
253,2011-09-10,1,0,1,21,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.197,0.86,0.0896,0,20,20,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
254,2011-09-11,1,0,1,22,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,1,28,29,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
255,2011-09-12,1,0,1,23,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.197,0.93,0.0896,1,18,19,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
